Year,Number,Name,Purpose,Address,Landcat,Area,Cd,Cu,As,Hg,Pb,Cr_six,Zn,Ni,F,Organicp,PCBS,CN,Penole,Benzen,Toluen, Ethylbenzene,Xylene,TPH,TCE,PCE,Benzoapyrene,pH,XX,YY,X,Y
2013,WNNA4NA103,원주학성철도2,오염영향지역(철도),학성동 396,답,998,0.56,23.9,11.93,0.05,36,0,78.4,10.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,127.947,37.356,1039624.774,1928647.833
2013,WENA6NA157,양구정림2,사람활동지역,양구읍 정림리 103(체육공원),잡종지,24983,0,19,2.56,0.02,13.9,0,64.7,9,187,NA,0,0,0,0,0,0,0,0,0,0,NA,6.7.,127.985,38.097,1042567.052,2010845.825
2013,USNA3NA80,부여군수,오염영향지역(도로),부여읍 군수리 126-5,전,1205,0,15.9,7.43,0.06,19,0,89.5,11.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,126.909,36.272,946897.404,1808470.869
2013,UANA6NA219,광동초등,사람활동지역,광천읍 광천리 157,학교용지,7156,0,3.5,0,0.03,15.6,0,76.2,28.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126.629,36.506,922023.564,1834623.03
2013,WNNA3NA66,정선북평,오염영향지역(도로),북평면 북평리 223-1,답,5242,0.21,19.7,6.72,0.06,14.8,0,56.5,12.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,128.67,37.449,1103482.063,1939509.979
2013,WNNA3NA56,강릉내곡,오염영향지역(도로),내곡동 147-3,답,631,0,6.6,3.1,0.02,12.2,0,63.5,5.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,128.888,37.742,1122274.473,1972329.667
2013,UNNA2NA40,논산아호,배경농도지점(농경지),부적면 아호리 673-2,답,2992,0,10.4,5.29,0.02,13.5,1.2,56.7,13,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,127.127,36.204,966426.34,1800841.067
2013,UANA6NA206,서령초등,사람활동지역,죽성동 77-2,학교용지,9370,0.2,2.9,3.67,0.04,21.6,0,90.9,10.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,126.447,36.744,906034.937,1861193.069
2013,UKNA6NA158,홍성은하,사람활동지역,홍성읍 오관리 333 (우주은하APT),대지,7016,0,25.2,5.39,0.04,24.6,0.6,250.4,15.4,243,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,5.9,126.67,36.599,925752.289,1844876.784
2013,XONA1NA09,완주봉산,배경농도지점(자연),비봉면 봉산리 520,임야,1170,0,12.2,13.87,0.03,19.3,0,46.5,19.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,127.164,35.969,969735.348,1774791.172
2013,UKNA6NA149,서산주공,사람활동지역,동문동 228 (주공1단지),대지,4330,0,16.7,5.2,0.05,30.2,0,79.8,19.7,319,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,8,126.464,36.778,907546.37,1864969.076
2013,XGNA6NA98,김제운동장,사람활동지역,검산동 62-1,체육용지,33939,0.04,4.9,7.63,0.01,17,0,59,6.4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,126.749,37.784,933839.593,1976259.143
2013,UPNA5NA94,천안제2산단2,오염영향지역(산업단지),서북구 성성동 494,공장용지,823692,0,4.2,0,0,22.6,0,97.6,9,318,NA,0,0,0,0,0,0,0,72,0,0,NA,6.1,127.12,36.851,966086.687,1872590.267
2013,WGNA6NA158,알프스키고성,사람활동지역,간성읍 흘리107,체육용지,70482,0,30.9,4.2,0.02,12.9,0,62.4,15,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,128.379,38.263,1076864.502,2029589.103
2013,WNNA2NA36,강릉운정,배경농도지점(농경지),운정동 641-1(농경지),답,2499,0.17,7.9,6.71,0,11.5,0,75.1,6.1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,128.899,37.785,1123208.689,1977077.481
2013,UONA1NA27,청주성화,배경농도지점(자연),홍북면 상하리 산104(용봉산자연휴양림 내 임야),임야,2495,0,3.7,4.85,0.03,16.4,0,40.8,13.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,126.647,36.626,923745.072,1847888.578
2013,UNNA2NA45,예산신양,배경농도지점(농경지),신양면 신양리 891-8,답,1150,0,13.2,4.26,0.02,17.1,2.4,79.4,37.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,126.865,36.601,943216.936,1845004.17
2013,UANA6NA202,대천초등,사람활동지역,대천동 37-2,학교용지,11856,0,6.7,1.64,0.02,14.3,0,58.5,21.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,126.599,36.354,919180.075,1817759.209
2013,WANA6NA173,비봉초교양구,사람활동지역,양구읍 하리 43,학교용지,4705,0.33,16.4,11.29,0,13.5,0,52.9,10.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,127.988,38.111,1042754.257,2012375.48
2013,UONA1NA25,청주지북,배경농도지점(자연),안면읍 승언리 산32-567 (휴양림 내 임야),임야,263781,0,5.5,4.32,0.04,9.2,0,30.1,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.361,36.497,898007.833,1833841.719
2013,UNNA5NA104,가야곡산단1,오염영향지역(산업단지),가야곡면 왕암리 270-1,답,3560,0,1.9,4.88,0.03,16,0,49.7,8.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,127.149,36.131,968380.773,1792708.954
2013,UNNA3NA62,부여은산,오염영향지역(도로),은산면 은산리 1,답,4145,0,5.5,3.17,0.02,11.3,0,58.7,9.5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.856,36.302,942221.277,1811863.508
2013,UANA6NA196,중동초등,사람활동지역,중동 244-3,학교용지,7048,0.2,18.1,0,0.5,27.7,0,154.5,14.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,127.125,36.453,966413.927,1828490.333
2013,XNNA3NA48,진안정곡,오염영향지역(도로),진안읍 정곡리 24-1,답,993,0.03,9.4,5,0.01,11,0,41.2,3.1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.41,35.782,991839.485,1753934.369
2013,UNNA5NA105,가야곡산단3,오염영향지역(산업단지),가야곡면 야촌리 489-3,답,1408,0,1.1,2.62,0.03,19,0,76.2,11.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,127.144,36.132,968002.128,1792857.047
2013,XSNA2NA31,완주항가,배경농도지점(농경지),구이면 항가리 1074-0,전,2460,0.06,14.7,13.83,0.03,14.4,0,67.9,6.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.111,35.701,964843.874,1745061.399
2013,UANA6NA195,청주농고,사람활동지역,상당구 내덕1동 322,학교용지,173700,0,0,3.9,0.05,27.6,0.5,58,3.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,127.54,36.569,1003552.906,1841257.605
2013,UFNA7NA222,공주신관,하천주변토양지점,신관동 553,하천부지,698820,0,5.2,0,0,24.8,0,83,8.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.127,36.469,966592.318,1830209.601
2013,UNNA3NA65,예산주교,오염영향지역(도로),예산읍 주교리 433-2,답,1607,0,1.9,4.88,0.04,16,0,49.7,8.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,126.826,36.679,939784.244,1853702.622
2013,XDNA4NA66,전주역,오염영향지역(철도),덕진구 우아동 3가 235-11,철도용지,10829,0.02,14.4,6,0.02,17.4,0,76.8,11.7,122,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,6.9,127.163,35.85,969556.909,1761588.22
2013,WANA6NA167,간성초교고성,사람활동지역,간성읍 신안리 200,학교용지,151922,0.21,14.8,8.63,0.02,13,0,58.2,10.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,128.469,38.378,1084654.54,2042373.679
2013,USNA2NA53,금산역평,배경농도지점(농경지),남이면 역평리 532,전,1835,0,16.4,6.56,0.04,13.2,0.8,77.4,17.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.411,36.065,991960.548,1785320.556
2013,XSNA4NA64,전주우아철도,오염영향지역(철도),덕진구 우아동3가 541-1(철도),전,94,0.13,31.1,6.8,0.02,21.4,0,83,9.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,127.161,35.852,969357.197,1761728.248
2013,UONA1NA26,청주가경,배경농도지점(자연),홍성읍 소향리 산31-1,임야,2645,0,4.6,5.83,0.03,22.3,0,50,21.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.648,36.619,923803.444,1847081.644
2013,UNNA3NA61,주포관산,오염영향지역(도로),주포면 관산리 485-1,답,806,0,18.2,2.51,0.03,15.8,0.8,62.7,18.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,126.569,36.399,916535.814,1822768.885
2013,UANA6NA205,부춘초등,사람활동지역,읍내동 130,학교용지,11740,0.26,2.4,3.82,0.03,34.7,0,93.6,9.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,128.546,35.962,1094300.678,1774443.076
2013,WANA6NA171,교동초교속초,사람활동지역,교동 779-16,학교용지,26601,0.15,22.6,4.27,0,27.7,0,82.2,13.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,128.574,38.203,1094072.213,2023065.801
2013,WGNA6NA166,임페리얼충주,사람활동지역,금가면 월상리 산95-1,체육용지,826450,0,24.2,1.9,0,32.1,0,92,14.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,127.867,37.03,1032655.764,1892397.807
2013,XNNA3NA43,임실오류,오염영향지역(도로),성수면 오류리 418-2,답,843,0.05,4.1,3.97,0.01,8.5,0,51.7,2.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.317,35.592,983463.154,1732857.625
2013,UONA1NA20,진천원덕,배경농도지점(자연),남면 나성리 59-1,임야,90000,0,0,1.71,0,12.1,0,90,5.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.806,36.214,937600.977,1802089.469
2013,UPNA5NA92,인주산단,오염영향지역(산업단지),인주면 금성리 126,공장용지,4323556,0,5.4,0,0,11,0,71.3,8.6,194,NA,0,0,0,0,0,0,0,0,0,0,NA,6.6,126.879,36.847,944629.627,1872222.483
2013,XSNA2NA29,여산휴게소,배경농도지점(농경지),무주읍 읍내리 1410,전,1643,0.02,7,14.23,0.06,23.5,0,39,8.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,127.658,36.012,1014264.457,1779514.902
2013,WKNA6NA127,속초교동2,사람활동지역,교동 898,대지,24797,0.18,13.4,3.34,0,22.8,0,70.8,5.1,204,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,7,128.758,35.502,1114103.014,1723592.972
2013,XUNA6NA85,전주덕진공원,사람활동지역,덕진구 덕진동,공원,2648,0.05,26,16.17,0.03,21.6,0,53.9,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,127.125,35.848,966138.982,1761320.613
2013,UANA6NA193,덕성초등,사람활동지역,상당구 율량동 1335,학교용지,20572,0.26,0,4.96,0.01,22.9,0,82.3,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.54,36.569,1003552.906,1841257.605
2013,UNNA3NA64,예산발연,오염영향지역(도로),예산읍 발연리 322,답,3524,0,4.9,3.65,0.05,20,1.7,68.6,17.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,126.829,36.699,940038.075,1855895.965
2013,USNA9NA227,장항장암,토양질변화지점,종천면 석촌리 315-4,전,962,0,20.4,0,0.01,15.4,1.5,106.6,30.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.695,36.118,927578.827,1791531.648
2013,UCNA3NA73,서산창리2,오염영향지역(도로),부석면 창리 286-26,도로,883,0,20.2,10.12,0.06,13.4,0,85.2,14.4,336,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,7.2,126.369,36.628,898896.183,1848409.278
2013,USNA3NA79,논산강산,오염영향지역(도로),강산동 68,전,597,0,3.8,6.15,0.03,15.2,0,49.8,10.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,127.094,36.185,963480.036,1798681.532
2013,WONA1NA19,홍천장전평,배경농도지점(자연),홍천읍 장전평리 산 99-3,임야,11566,0,13.7,2.54,0,13.3,0,78.5,11.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.889,37.643,1034275.709,1960504.998
2013,WSNA2NA54,제천송계,배경농도지점(농경지),한수면 송계리 295-1(농경지),전,1342,0.94,67.8,12.67,0.04,21.3,0,170.5,21.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,128.085,36.885,1052085.341,1876485.901
2013,XNNA5NA71,군산지방1,오염영향지역(산업단지),산북동 1980,답,4413,0.1,15.8,9.97,0.04,23.7,0,84.3,12.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,126.644,35.97,922780.599,1775099.396
2013,XNNA5NA72,군산지방2,오염영향지역(산업단지),산북동 1863,답,3355,0.15,23.8,12.2,0.05,30.2,0,68.4,14.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.648,35.97,923142.655,1775144.124
2013,UTNA1NA32,장곡사,배경농도지점(자연),대치면 장곡리 14(사찰 인근 임야),종교용지,688,0,9.8,13.68,0.06,15.6,0,46.5,29.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,126.859,36.417,942561.297,1824631.613
2013,XNNA2NA18,고창월산,배경농도지점(농경지),고창읍 월산리 413,답,516,0.02,36.6,9.5,0.02,13.8,0,46.8,16.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,126.729,35.42,929975.376,1714043.587
2013,UKNA6NA145,논산연산,사람활동지역,연산면 연산리 30,대지,1980,0,7.2,3.65,0.05,14,0,79.1,9.2,254,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,6.8,127.226,36.21,975390.291,1801414.305
2013,XANA6NA106,고창초등,사람활동지역,고창읍 교촌리 281,학교용지,37563,0,0,1.63,0,3.8,0,11.4,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,126.703,35.436,927678.736,1715829.48
2013,WANA6NA196,교현초교충주,사람활동지역,교현 1동 339-1,학교용지,27848,0,13.3,3.49,0,12.7,0,109,9.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.94,36.97,1039182.155,1885836.571
2013,WONA1NA22,강릉운산,배경농도지점(자연),홍천읍 갈마곡리 329-4(자연),임야,2463,0,40,4.71,0.02,18.1,0,95.7,34.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,127.887,37.722,1034124.945,1969207.434
2013,XLNA6NA96,덕진동물원,사람활동지역,덕진동 동물원,유원지,271,0.04,20.6,8.7,0.02,19.8,0,42.9,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,127.125,35.848,966138.982,1761320.613
2013,XDNA4NA65,군산역,오염영향지역(철도),내흥동 445,철도용지,215600,0,14.5,12.5,0.01,20.9,0,65,21,64,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,6.5,126.76,36,933297.338,1778366.127
2013,UONA1NA22,청원다락,배경농도지점(자연),덕산면 사천리 산 51-1,임야,15420,0,0,5.27,0.02,9.4,0,36.1,10.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126.621,36.65,921419.696,1850541.327
2013,UFNA7NA223,금강본류,하천주변토양지점,강경읍 채산리 573(황산대교),하천부지,12500,0.13,7.6,2.61,0.03,11.6,1.7,79.7,11.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.007,36.152,955648.354,1795059.059
2013,UNNA3NA60,제원제원,오염영향지역(도로),제원면 제원리 49-1,답,990,0,6.4,1.6,0.04,17.8,0,97.9,3.7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,127.551,36.112,1004550.819,1790596.56
2013,WNNA3NA70,횡성묵계,오염영향지역(도로),횡성읍 묵계리 276-2,답,46,0,10.9,2.72,0,14.5,0,87.4,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.979,37.474,1042326.266,1941742.328
2013,XUNA6NA83,익산배산공원,사람활동지역,모현동1가,공원,535000,0.03,6.9,7.97,0.02,17,0,88.5,5.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,126.941,35.948,949580.888,1772531.955
2013,XKNA6NA92,익산어양,사람활동지역,어양동 661-1(공원),대지,1028,0,4.1,8.73,0.01,18.4,0,38.1,9.6,114,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,5.3,126.984,35.956,953470.16,1773347.887
2013,UANA6NA187,삼산초등,사람활동지역,보은읍 삼산리 156-3,학교용지,7643,0,1.4,0,0.02,15.4,0,84.3,4.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,127.717,36.484,1019456.361,1831894.056
2013,RONA1NA17,여수율림,배경농도지점(자연),돌산읍 율림리 산7,임야,42744,0.53,26.1,6.53,0.22,22.3,0,92.9,11.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,127.803,34.593,1027817.504,1622117.338
2013,UONA1NA23,청원학천,배경농도지점(자연),신양면 죽천리 19,임야,744,0,9,7.63,0.03,18.4,1.2,69,42.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.856,36.6,942420.236,1844921.727
2013,UNNA2NA42,당진옥금,배경농도지점(농경지),합덕읍 옥금리 550-5,답,10134,0,7.2,1.57,0.02,14.5,0,54.9,14.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.808,36.778,938256.999,1864643.441
2013,XUNA6NA82,군산월명공원,사람활동지역,소룡동 산 120외 다수필지,공원,2594000,0.11,36.2,11,0.04,29,0,82,17.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,126.691,35.975,927039.607,1775706.696
2013,WFNA7NA200,횡성상동,하천주변토양지점,공근면 상동리 673-8,하천부지,1812,0.11,14,3.71,0,10.6,0,51,6.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.998,37.603,1043914.301,1956041.162
2013,WNNA2NA44,제천두학,배경농도지점(농경지),두학동 662-1,답,3273,0.12,12.2,4.69,0,11.3,0,59.4,10.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,128.252,37.131,1066752.437,1903872.526
2013,XKNA6NA93,전주교동,사람활동지역,완산구 교동 233-1,대지,516,0.02,17.3,5.73,0.05,22.8,0,90.1,14.2,139,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,6.2,127.151,35.812,968477.909,1757286.491
2013,UONA1NA13,우암산,배경농도지점(자연),외산면 만수리 산10-1(무진암 인근 임야),임야,7736,0.1,13.1,5.3,0.05,21.5,0,78.1,11.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,126.692,36.315,927422.566,1813362.179
2013,USNA2NA54,서천금덕,배경농도지점(농경지),판교면 금덕리 210,전,1845,0,15,4.43,0.07,23.3,0.6,85.9,17.4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.705,36.16,928464.643,1796182.325
2013,WSNA3NA92,영월현대5,오염영향지역(도로),서면 신천리 5,전,4061,0.17,20.5,8.01,0.03,20.5,0,48.7,11.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,127.841,34.839,1031170.026,1649421.316
2013,XNNA3NA45,정읍3,오염영향지역(도로),소성면 주천리 379-1,답,258,0.03,5.5,8.53,0.02,14.2,0,36,8.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,126.803,35.572,936825.898,1730847.351
2013,XKNA6NA91,익산동산동,사람활동지역,동산동 389,대지,585,0.2,10.7,4.93,0.02,23.8,0,106.5,3.1,126,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,5.5,126.884,37.644,945646.427,1960679.423
2013,RONA1NA13,순천성산,배경농도지점(자연),해룡면 성산리 산 84,임야,16959,0,12.6,7.11,0.06,12.4,0.7,47,15.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,127.55,34.913,1004575.176,1657554.202
2013,UANA6NA188,영동초교,사람활동지역,영동읍 계산리 674-4,학교용지,18131,0,0,5.04,0,19.3,0,82.1,29.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,127.779,36.173,1025110.58,1797319.75
2013,XUNA6NA84,전주완산공원,사람활동지역,완산구 동완산동 산121-1 외 다수필,공원,668000,0.02,7.7,8.1,0.03,14,0,52.8,11.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,127.142,35.806,967646.947,1756721.915
2013,XGNA6NA105,정읍운동장,사람활동지역,상평동274,체육용지,75880,0.02,2.2,5.4,0.02,39.8,0,29.4,4.2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,126.836,35.562,939800.128,1729735.781
2013,UANA6NA208,서천여고,사람활동지역,서천읍 군사리 356-17,학교용지,20037,0,26.4,6.89,0.01,53.9,0,116.3,15.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,126.694,36.081,927388.224,1787436.999
2013,XGNA6NA101,익산운동장,사람활동지역,팔봉동 435,체육용지,135000,0.07,3.4,4.37,0.01,13.8,0,42.6,4.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.009,35.967,955751.963,1774561.476
2013,UANA6NA186,회인초등,사람활동지역,회인면 중앙리 96,학교용지,6449,0.23,11.3,6.94,0.02,14.8,0,69.6,21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.595,36.492,1008529.564,1832672.479
2013,WSNA9NA205,영월덕포,토양질변화지점,영월읍 덕포리 927,전,400,0.37,24.6,10.86,0.03,20.3,0,249.2,11.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,128.476,37.17,1086663.222,1908412.005
2013,XANA6NA107,군산중앙초등,사람활동지역,중앙로2가 145,학교용지,8642,0.21,6.3,20.13,0.11,31.3,0,34.2,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,128.212,37.138,1063219.004,1904652.515
2013,UONA1NA21,청원궁현,배경농도지점(자연),대술면 시산리 470-1,임야,28463,0,2.1,2.04,0.02,15.9,0,63,25.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,126.875,36.676,944117.168,1853285.37
2013,WCNA3NA82,영동용평,오염영향지역(도로),용평면 이목정리 475,도로,2279,0.74,25.7,4.71,0.02,21.7,0,111.7,9,274,NA,NA,0,NA,0,0,0,0,67,NA,NA,NA,6.8,128.462,37.61,1084936.497,1957197.849
2013,UKNA6NA156,청양지곡,사람활동지역,청양읍 읍내리 306,대지,495,0,17.9,5.09,0.01,23.5,0,118.7,23.8,219,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,6.4,126.8,36.447,937233.716,1827942.413
2013,XONA1NA03,뱀사골야영장,배경농도지점(자연),금산면 금산리 39,임야,10314,0.15,34.9,7.03,0.12,20.7,0,62.2,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,127.054,35.723,959641.494,1747531.543
2013,RANA6NA210,남평중교,사람활동지역,남평읍 동사리 165,학교용지,20424,0,5.3,3.16,0,11.3,0,78.5,6.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,126.847,35.045,940427.622,1672394.765
2013,XANA6NA108,군산신풍초등,사람활동지역,나운 1동 835-1,학교용지,11098,0.07,10.5,12.47,0,14.3,0,52.6,11.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,126.697,35.963,927548.576,1774328.782
2013,UNNA2NA36,진천내촌,배경농도지점(농경지),이월면 내촌리 536(농경지),답,3591,0,11.9,8.23,0.03,14.9,0,62.1,20.9,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,127.439,36.937,994590.342,1882028.698
2013,UDNA4NA89,광천역,오염영향지역(철도),광천읍 신진리 429-85,철도용지,3517,0,60.9,7.69,0.05,34.2,0,171.8,44.2,365,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,6.8,126.621,36.503,921306.657,1834263.559
2013,UONA1NA03,중구대사,배경농도지점(자연),용화면 조동리 산4-1(민주지산자연휴양림 내 임야),임야,2571364,0,17.4,5.47,0.04,15.5,0,76.1,28.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.813,36.062,1028164.709,1785066.01
2013,XONA1NA15,군산선제,배경농도지점(자연),내장동 590 (사찰 주변 임야 채취),임야,1630,0,0,2.5,0,8.3,0,35.9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.902,35.49,945737.529,1721725.365
2013,RGNA6NA187,유달경기장,사람활동지역,용당동 1069,체육용지,61985,0.16,16.2,9,0.03,31.3,0,98.6,10.3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,126.401,34.798,899455.411,1645373.055
2013,XSNA4NA62,남원신정철도,오염영향지역(철도),신정동 518(남원역 인근 밭),전,1395,0.19,8.2,4.63,0.03,12.4,0,40.8,2.6,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.36,35.411,987267.368,1712831.444
2013,XANA6NA126,전주초등,사람활동지역,완산구 태평1동 64,학교용지,17285,0.05,26.5,3.67,0.03,17.7,0,33.1,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.138,35.824,967290.693,1758637.141
2013,XONA1NA11,익산용순,배경농도지점(자연),금마면 용순리 산 65-12,임야,2579,0.03,7.5,15.9,0.03,34.7,0,36.2,9.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,127.028,35.989,957490.406,1777067.082
2013,WSNA3NA95,철원갈말2,오염영향지역(도로),갈말읍 강포리 155,전,4612,0.69,40.2,19.54,0.04,34.9,0,81.9,12.8,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.296,38.124,982092.154,2013822.419
2013,WSNA2NA50,평창종부,배경농도지점(농경지),평창읍 종부리 508-17,전,1560,0,12.4,4.49,0,10.9,0,60.8,11,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,128.388,37.361,1078593.612,1929482.907
